36.710754,36.005395,36.744811,37.272543,36.55158,36.994346,37.622418,37.940079,37.329958,37.038554,
40.610571,40.586395,40.564458,40.58048,40.165597,43.962437,39.522877,39.826209,40.424117,40.116903,
40.877369,41.536721,40.830493,40.922296,42.136087,41.738467,40.845082,41.877622,38.402468,40.799463,
41.487946,45.64631,48.648056,49.63801,41.243127,45.742812,40.400558,45.316262,43.92926,44.334726,
38.033645,35.787323,36.314665,35.234728,37.139731,37.532501,38.665835,37.107798,44.134614,37.823596,
40.695751,41.750067,50.690725,40.770327,40.773159,40.654678,40.306326,39.833897,40.308367,40.784235,
41.391966,40.820734,40.608873,41.330606,41.181844,41.059864,41.027669,41.424342,40.860823,40.160938,
40.175013,41.144364,40.839555,40.6048,40.80455,40.964977,40.960517,43.522187,40.367096,41.682784,
40.90286,40.522487,41.558193,41.218992,41.007509,41.652022,40.188787,41.952337,42.387474,40.028546,
41.260591,41.810024,41.120169,40.204315,41.643585,44.616476,40.887917,40.953419,40.38406,40.524462,
