8346.624805,8751.610334,9168.425828,9560.504756,9965.792403,10370.365352,10780.19745,11184.973639,11619.568298,12024.31302,,
8384.192522,8789.066275,9194.128263,9601.032521,10005.137111,10409.471488,10829.923765,11234.280603,11638.806324,12044.265362,,
8362.29921,8767.00185,9178.752345,9583.349889,9989.532642,10402.656401,10817.671792,11232.390056,11637.687963,12060.279082,,
8469.489147,8875.088845,9280.896738,9686.335371,10111.360169,10520.337683,10937.44219,11351.970002,11772.619977,12207.967972,,
8484.218967,8889.688992,9294.793444,9700.083942,10104.472673,10511.422486,10926.388781,11333.03293,11738.269356,12153.256601,,
8481.093125,8887.836873,9290.854946,9695.50249,10109.596065,10549.508045,10965.89817,11386.064583,11791.127242,12207.677916,,
8624.416218,9030.512498,9436.351624,9841.047605,10249.236233,10659.872539,11071.818132,11494.053023,11912.035827,12315.557538000001,,
8622.747041,9027.980977,9434.561327,9837.650319,10245.919391,10661.905084,11070.418506,11481.078555,11884.489239,12303.369601,,
8681.340681,9110.43162,9531.939622,9930.917784,10339.318538,10744.153755,11153.487838000001,11545.538159,11968.469861,12375.878293,,
8675.252774,9080.404374,9491.571367,9900.004944,10307.85554,10715.494177,11121.333366,11525.524372,11930.614299,12349.345601,,
