8346.186039,8755.674258,9160.662482,9606.649344,10013.327699,10418.555073,10832.835397,11242.113357,11646.428593,12050.721084,,
8404.429778,8809.18535,9214.189087,9618.083578,10023.711784,10427.528018,10842.980262000001,11246.969808,11651.945659,12059.775628,,
8401.478138,8804.932131,9209.800306,9614.175518,10029.930403,10418.125819,10822.150896,11237.334116,11662.504372,12083.955125,,
8476.502953,8880.159631,9286.104884,9696.52295,10101.385236,10509.577893,10914.47237,11333.929969,11723.581655,12147.576058999999,,
8440.792433,8845.987931,9256.46324,9663.937015,10066.181927,10472.459958,10877.42572,11286.00136,11687.875266,12108.231261,,
8495.725657,8899.723961,9305.802329,9713.85346,10159.454736,10563.787766,10972.956827,11383.878553,11789.068326,12197.231894,,
8573.841873,8978.04473,9385.484017,9788.157362,10196.509097,10607.74951,11023.96213,11434.279502,11852.363611,12253.610293,,
8554.664629,8960.035202,9365.84066,9769.610406,10174.502518,10733.85736,11164.276628,11589.921248,11995.086454,12418.908482,,
8811.323211,9216.4025,9636.017141,10045.396617,10453.488885,10858.326812,11275.899076,11683.149251,12131.878336,12544.055766,,
8654.47034,9059.651659,9465.727787,9868.692693,10282.732781,10702.353943,11107.302972,11518.128725,11922.713475,12338.434837,,
