37.381849,40.168823,37.061747,37.320413,37.330479,37.877967,37.3155,37.948552,39.29409,37.228937,
40.726544,40.392226,41.599701,40.737989,41.092821,35.815905,38.099049,40.382852,40.292784,43.83348,
40.714349,40.830372,40.414722,36.591201,35.206658,41.031637,40.887869,41.74437,40.945668,41.025479,
37.63444,44.724633,55.214635,42.39873,46.81226,43.76382,43.508685,47.291401,40.778254,40.535838,
36.897193,37.010714,39.313936,46.854875,35.439206,40.895152,41.702712,48.486147,41.133304,42.514419,
40.092324,40.606945,40.910895,41.063192,41.274898,39.892018,38.627526,41.434338,41.427302,40.871077,
40.479136,40.97151,40.018405,40.917854,40.788277,40.78317,40.975037,42.266326,40.551986,40.968985,
40.413356,42.031671,40.91642,40.87028,40.335189,41.015858,39.72181,40.686233,40.679277,41.4097,
41.361051,41.729483,41.575402,41.001465,40.372472,40.768386,40.904853,41.972112,41.073692,39.984943,
48.90114,40.951903,41.421214,41.096485,44.037714,40.858886,40.737408,41.00802,40.225031,40.619199,
