57.379005,38.959674,37.927466,39.25287,37.766017,37.294185,37.114752,37.860227,37.766224,38.046284
41.392217,41.460908,41.371675,39.790294,46.533136,40.044131,40.488835,40.886565,41.86873,42.39498
40.372076,41.118198,40.937799,40.373225,40.224914,41.141135,41.018766,41.1284,40.777537,35.156111
40.858872,40.609876,62.21094,47.881052,46.337806,44.498377,44.154944,46.682237,30.923013,44.7954
37.10641,39.548888,34.849331,41.175137,47.412338,45.502291,41.236547,40.956968,35.010935,37.354705
41.817046,40.66216,40.876434,33.896436,40.884974,40.104226,41.138882,34.00925,34.157359,35.166867
41.437134,48.413173,41.776952,40.978357,41.134345,49.163522,41.089046,40.903278,49.74328,41.129342
40.549908,40.590977,40.216588,40.887352,40.257861,41.462635,40.966633,41.435931,39.427318,40.081224
40.997227,40.888981,40.596238,40.960801,40.20228,40.971963,41.00262,40.96231,41.042544,41.05337,
40.999797,40.446313,40.98777,41.769188,41.012308,44.075674,41.539078,41.576644,46.377174,40.249521
