40.774311,41.043408,41.530161,40.069832,35.142746,41.752327,41.721058,40.742864,40.666898,40.333262,
41.475228,40.148998,40.374625,40.806914,40.892377,40.55501,42.412287,40.295705,41.146915,40.852046,
41.535277,41.320441,37.230815,40.87749,41.751336,41.713296,41.497712,41.385419,40.6043,40.974575,
40.98782,41.019548,40.874841,41.273324,40.740518,39.83901,41.033994,34.3514,40.051576,40.875624,
39.91958,40.61445,40.554092,40.710169,34.658758,34.622207,40.295593,33.350135,40.895866,40.753243,
38.150637,41.063024,39.843015,48.038444,38.984183,42.231918,36.343669,35.636572,51.823368,36.092686,
43.782104,46.168171,45.990156,47.941484,45.133392,43.873347,46.14791,43.212093,42.840991,40.931134,
40.848167,39.919528,40.808183,41.253207,39.425885,40.307559,42.082983,40.969833,40.649513,41.252705,
40.488353,42.824869,41.110522,41.173813,40.21222,40.417879,39.615674,42.761519,41.102615,40.570307,
38.165389,52.706189,86.379614,38.318685,36.793316,38.840143,47.734854,38.616744,38.16576,38.60057,
