4217.367994,4622.956213,5027.823337,5433.172232,5837.405477,6242.835,6647.598241,7055.728649,7457.19102,7871.643019,,
4240.858887,4705.609961,5110.369201,5523.937233,5976.728934,6378.345351,6789.33278,7194.074673,7603.1417249999995,7993.987833,,
4317.289751,4729.158087,5133.968829,5547.94786,5953.795562,6381.984749,6793.187584,7197.314733,7602.694434,8010.280484,,
4336.264921,4741.612942,5144.949309,5550.595708,5952.260933,6380.483379,6796.233765,7203.116012,7617.964417,8020.194894,,
4383.1074499999995,4787.57542,5197.78727,5597.909347,6002.774937,6412.093494,6822.442094,7233.189965,7640.420086,8051.872601,,
4503.644568,4919.483306,5321.448912,5736.07245,6139.88611,6544.61332,6947.609926,7346.349075,7761.71068,8168.249992,,
4472.901942,4890.648389,5299.351667,5709.914492,6107.578682,6513.504894,6932.574826,7333.448738,7748.2048429999995,8152.449738,,
4509.785774,4924.370118,5329.565307,5738.990614,6146.813908,6546.874044,6951.9511760000005,7367.269086,7782.945576,8186.778947,,
4596.9444029999995,5001.237087,5411.282689,5827.540407,6232.413844,6638.031988,7038.081996,7387.795053,7794.857827,8200.982181,,
4615.555584,5020.934207,5425.64432,5830.286545,6253.158608,6656.654448,7066.875121,7468.026466,7878.489437,8279.428351,,
