8351.012604,8756.303065,9161.206588000001,9566.193277,9969.968802,10375.455063,10790.61886,11195.140362,11611.167728,12015.357234,,
8301.994557,8717.639952,9122.538318,9537.055736,9942.093069,10349.232012,10754.272495,11157.992085,11563.407493,11977.009969,,
8391.46315,8804.603302,9209.185274,9676.394802,10080.646147,10486.028009,10902.91347,11280.055161,11688.25771,12104.946076,,
8429.501241,8837.814687,9242.847316,9655.692025,10052.091579,10456.216806,10861.508165,11308.182978,11719.579963,12147.777808,,
8437.892473,8843.41523,9247.536187,9652.17933,10057.261288,10475.63132,10880.242487,11358.071613,11759.49698,12183.916412,,
8625.120182,9029.608315,9438.723956,9843.280625,10247.877278,10651.68672,11061.694348,11482.052369,11886.795918,12301.408868,,
8527.828798,8942.430869,9347.112971,9752.383937,10157.485263,10570.612835,10982.846647,11394.910034,11811.195218,12219.296828,,
8683.910799,9089.210337,9500.814803,9905.301776,10309.367334,10718.908606,11121.991935,11527.702484,11931.80459,12347.275579,,
8722.469802,9128.037131,9553.66745,9957.689416,10362.489737,10780.512,11185.970853,11584.7805,12002.308093,12403.850564,,
8646.423497,9059.282231,9469.035074,9868.498298,10277.373726,10690.324162,11099.481099,11547.226534,11950.858596,12423.001229,,
