4260.045701,4664.41981,5073.931887,5496.364252,5902.930778,6307.556927,6711.8965769999995,7117.100323,7520.775522,7926.9614249999995,,
4309.470414,4726.04118,5130.122657,5546.225644,5940.906055,6345.075014,6749.443918,7159.457447,7559.844092,7969.283066,,
4283.107683,4703.427361,5107.254614,5514.274387,5919.606571,6319.389733,6734.040414,7139.023649,7565.510106,7975.6243269999995,,
4346.194204,4763.44643,5165.828415,5572.543815,5974.088103,6378.158904,6786.169433,7194.00261,7629.070101,8033.90741,,
4367.515784,4778.48098,5195.90704,5598.589861,6005.419065,6410.2598,6815.870581,7219.852637,7665.736432,8072.896408,,
4545.03771,4950.522652,5357.8177,5791.341962,6193.68773,6595.836661,7001.541002,7406.779947,7811.111363,8232.02703,,
4486.487999,4901.284153,5311.385864,5720.23385,6144.372456,6548.194493,6953.550466,7358.217705,7763.124834,8180.192886,,
4497.525098,4917.062641,5319.199384,5724.717667,6128.911912,6533.276369,6938.23302,7349.80948,7753.187651,8158.116968,,
4594.390581,5004.585926,5404.672931,5831.077165,6235.37429,6640.055171,7073.503482,7474.866038,7878.736841,8284.063052,,
4588.650903,4992.955418,5399.671344,5804.256846,6218.842871,6623.226704,7028.542829,7433.26814,7874.42083,8294.345738,,
