40.871106,40.849139,41.338537,48.151317,40.982754,40.831947,41.019888,40.086314,41.008646,41.056345,
39.166168,40.689002,40.523117,41.848393,40.75943,46.625953,40.76264,41.818868,40.830949,40.20592,
42.718797,41.137452,41.290074,40.671149,40.972889,41.285652,40.883471,40.127505,40.880582,41.129152,
40.968794,40.248266,41.063295,41.035064,41.065653,40.970988,41.000187,40.157063,40.827884,41.317974,
40.643779,40.962135,40.38888,40.420946,40.013695,40.025831,41.373757,40.777449,41.227974,39.258991,
41.258658,40.311857,36.786013,41.712142,38.892988,36.108658,40.945717,36.878599,36.778504,36.002734,
44.225615,41.638202,40.979902,80.716953,45.872918,41.082349,41.028184,40.960409,41.915219,55.137506,
41.008752,42.417391,40.601835,47.758865,40.891519,40.774834,40.888184,40.243959,40.278903,41.648831,
41.439905,40.507645,40.297128,40.4551,41.624552,41.078872,40.237636,40.537479,41.010674,40.539822,
37.17548,38.73131,37.602532,36.219472,52.724952,40.548216,36.079918,37.11148,37.346256,37.284445,
