40.201631,40.960327,40.940366,41.031524,41.081328,41.316358,41.036887,40.781521,40.951826,40.323245,
40.885995,41.050576,51.257684,41.225787,40.146741,44.965168,41.07964,41.792975,41.689709,41.446355,
40.965569,40.966247,45.052917,40.107556,41.038588,41.365661,40.230325,41.121002,41.11257,40.080652,
41.020041,40.89997,40.924211,40.266678,42.312268,43.961459,40.193886,41.087635,41.230167,41.285135,
41.456507,40.724263,41.468826,50.96958,40.488157,38.909289,41.006448,50.915579,41.248043,39.671067,
38.797949,40.891511,38.625952,37.164532,92.832947,43.710358,34.679916,41.105458,53.481004,41.230531,
42.84528,44.122937,45.681215,47.822588,47.950137,44.193736,44.768373,49.199711,45.829751,44.641837,
40.808713,41.005518,40.869043,41.267544,40.90958,41.153037,40.000586,41.618172,40.368776,40.738949,
40.561561,40.738462,40.587127,40.592362,40.927651,40.636431,40.713616,39.638843,41.501518,40.274345,
38.746917,37.00347,38.113017,37.324206,37.367844,38.109347,37.852176,37.831774,37.66066,36.125878,
